nan,7428-692-1,276.81758186711414,2560.0345833042397,-958.1304246747115
nan,7428-253-1,434.736329952433,4045.9864551551914,-1530.5787295869266
nan,7428-501-1,1188.5497101985734,10926.40160742279,-4132.535651036499
nan,7428-686-1,68.4832761672174,614.0901223197596,-232.66962876035007
nan,7428-288-1,174.36242402955767,1595.5070582096575,-597.8568537074119
nan,7428-466-1,322.5508542753526,2794.0847372963935,-1077.753726340598
nan,7428-371-1,351.38531869765274,3034.9583679681828,-1162.6237403286789
nan,7428-588-1,124.64543551987809,1102.4236894720327,-418.37355340568104
nan,7424-1416-1,514.773871693302,4291.75220745281,-1641.6598863887868
nan,7428-341-1,274.3510259843823,2522.5593266376763,-943.2888197994507
nan,7428-221-1,66.64444587956788,616.3413000713833,-228.1930547565337
nan,7428-695-1,87.58091351627307,782.4106860950704,-292.34595258738716
nan,7428-549-1,118.1249050516942,1077.8021176282866,-398.11303867831464
nan,7428-642-1,445.38011255622445,4040.0431645586846,-1494.3635317314747
nan,7428-270-1,120.4410062860705,1089.483323797563,-400.03947538680006
nan,7428-464-1,104.52625868451723,939.819381504688,-345.06245511293065
nan,7428-732-1,151.57912079975588,1352.1007526801675,-501.36141138066097
nan,7428-100-1,703.2817450500296,6171.914852098364,-2267.1351096631715
nan,7428-200-1,168.13364071829997,1465.9325412000921,-550.6770364223657
nan,7428-113-1,130.25437988171734,1110.6243248684568,-419.2115926205275
95420.0,nan,26.754258030332924,229.64190825357846,-86.39083439634716
nan,7424-1325-1,312.1066429482832,2646.170253747395,-994.6990773220323
nan,7424-1386-1,107.28217367693146,914.9677527208465,-342.29886777546136
nan,7428-55-1,395.08935753209056,3355.6526536373417,-1267.2504468067928
nan,7424-1389-1,101.99731175344522,833.9440014740633,-313.8751843127592
nan,7424-1080-1,149.49840168024386,1250.234783907468,-464.77689859159904
nan,7424-1021-1,140.97237655623488,1166.2317481238226,-436.9248054471245
nan,7424-1336-1,317.7071869084504,2600.953601560402,-972.9827730171662
nan,7424-1261-1,1197.7432251086468,9857.908282575494,-3656.063512401775
nan,7424-1568-1,131.65778190417743,1056.2435730270424,-393.3246106523124
nan,7429-41-1,221.66412232778652,1983.9019471242914,-800.2803039758483
nan,7428-1340-1,175.9246707605247,1585.2254409748894,-634.9318260618896
nan,7428-1030-1,162.45231179134237,1424.3059894283012,-569.0467666176957
nan,7428-535-1,89.23087281558755,775.9907622309431,-309.9824051547739
nan,7428-340-1,333.48138189457654,2897.035042352064,-1161.9731758863784
nan,7429-721-1,92.87965489861756,798.7578457690713,-320.1461774640394
nan,7428-441-1,152.1558100578987,1309.7985771585938,-523.3804896714508
nan,7428-296-1,85.49819930738698,728.0528106962431,-290.95812393255795
nan,7428-736-1,193.38468894422095,1638.004911869757,-655.4805435374506
nan,7429-594-1,266.8964964273494,2248.73175143571,-899.5981331100618
nan,7429-506-1,458.0558447908808,3794.648838715515,-1536.7325931622956
nan,7429-560-1,79.93386519832652,664.2911499291425,-265.8899456377437
95905.0,nan,18.981418492980442,156.65746127718944,-62.71634431462459
nan,7429-1021-1,606.5124677186924,4887.450956299902,-1967.9325146349752
nan,7429-1025-1,283.38048374805976,2286.7000659563205,-923.7636555659291
nan,7429-1206-1,1061.1410643546758,8355.850055543537,-3385.7046630485747
nan,7428-491-1,28252.870838111477,248355.62895254392,-98271.21517371298
nan,7428-559-1,21944.42656494193,193019.98096308098,-76037.3781492503
nan,7428-430-1,468.1059386371613,4063.9181124103375,-1605.4668898397622
