-2048,-2048,-2048,1,-2048,-2048,-1792,1
-2048,-2048,-2048,1,-2048,-1792,-2048,1
-2048,-2048,-2048,1,-2048,-1792,-1792,1
-2048,-2048,-2048,1,-1792,-2048,-2048,1
-2048,-2048,-2048,1,-1792,-2048,-1792,1
-2048,-2048,-2048,1,-1792,-1792,-2048,1
-2048,-2048,-2048,1,-1792,-1792,-1792,1
-2048,-2048,-2048,1,-2048,-2048,-1792,2
-2048,-2048,-2048,1,-2048,-1792,-2048,2
-2048,-2048,-2048,1,-2048,-1792,-1792,2
-2048,-2048,-2048,1,-1792,-2048,-2048,2
-2048,-2048,-2048,1,-1792,-2048,-1792,2
-2048,-2048,-2048,1,-1792,-1792,-2048,2
-2048,-2048,-2048,1,-1792,-1792,-1792,2
-2048,-2048,-2048,1,7168,8192,6144,2
-2048,-2048,-2048,1,0,1.0326e-321,-2048,2
-2048,-2048,-2048,1,1536,1536,-2048,2
-2048,-2048,-2048,1,1536,1792,-2048,2
-2048,-2048,-2048,1,1792,1536,-1792,2
-2048,-2048,-2048,1,1536,1536,-1792,2
-2048,-2048,-2048,1,1536,1792,-1792,2
-2048,-2048,-2048,1,1792,1536,-1792,2
-2048,-2048,-2048,1,1792,1792,-1792,2
-2048,-2048,-2048,1,1536,1792,0,2
-2048,-2048,-2048,1,1.9812e-321,-9216,-9216,2
-2048,-2048,-2048,1,-8192,-9216,-9216,2
-2048,-2048,-1792,1,-2048,-2048,-2048,1
-2048,-2048,-1792,1,-2048,-2048,-1536,1
-2048,-2048,-1792,1,-2048,-1792,-2048,1
-2048,-2048,-1792,1,-2048,-1792,-1792,1
-2048,-2048,-1792,1,-2048,-1792,-1536,1
-2048,-2048,-1792,1,-1792,-2048,-2048,1
-2048,-2048,-1792,1,-1792,-2048,-1792,1
-2048,-2048,-1792,1,-1792,-2048,-1536,1
-2048,-2048,-1792,1,-1792,-1792,-2048,1
-2048,-2048,-1792,1,-1792,-1792,-1792,1
-2048,-2048,-1792,1,-1792,-1792,-1536,1
-2048,-2048,-1792,1,-2048,-2048,-2048,2
-2048,-2048,-1792,1,-2048,-2048,-1536,2
-2048,-2048,-1792,1,-2048,-1792,-2048,2
-2048,-2048,-1792,1,-2048,-1792,-1792,2
-2048,-2048,-1792,1,-2048,-1792,-1536,2
-2048,-2048,-1792,1,-1792,-2048,-2048,2
-2048,-2048,-1792,1,-1792,-2048,-1792,2
-2048,-2048,-1792,1,-1792,-2048,-1536,2
-2048,-2048,-1792,1,-1792,-1792,-2048,2
-2048,-2048,-1792,1,-1792,-1792,-1792,2
-2048,-2048,-1792,1,-1792,-1792,-1536,2
-2048,-2048,-1792,1,8192,6144,7168,2
-2048,-2048,-1792,1,8192,6144,8192,2
-2048,-2048,-1792,1,8192,7168,6144,2
-2048,-2048,-1792,1,8192,7168,7168,2
-2048,-2048,-1536,1,-2048,-2048,-1792,1
-2048,-2048,-1536,1,-2048,-2048,-1280,1
-2048,-2048,-1536,1,-2048,-1792,-1792,1
-2048,-2048,-1536,1,-2048,-1792,-1536,1
-2048,-2048,-1536,1,-2048,-1792,-1280,1
-2048,-2048,-1536,1,-1792,-2048,-1792,1
-2048,-2048,-1536,1,-1792,-2048,-1536,1
-2048,-2048,-1536,1,-1792,-2048,-1280,1
-2048,-2048,-1536,1,-1792,-1792,-1792,1
-2048,-2048,-1536,1,-1792,-1792,-1536,1
-2048,-2048,-1536,1,-1792,-1792,-1280,1
-2048,-2048,-1536,1,-2048,-2048,-1792,2
-2048,-2048,-1536,1,-2048,-2048,-1280,2
-2048,-2048,-1536,1,-2048,-1792,-1792,2
-2048,-2048,-1536,1,-2048,-1792,-1536,2
-2048,-2048,-1536,1,-2048,-1792,-1280,2
-2048,-2048,-1536,1,-1792,-2048,-1792,2
-2048,-2048,-1536,1,-1792,-2048,-1536,2
-2048,-2048,-1536,1,-1792,-2048,-1280,2
-2048,-2048,-1536,1,-1792,-1792,-1792,2
-2048,-2048,-1536,1,-1792,-1792,-1536,2
-2048,-2048,-1536,1,-1792,-1792,-1280,2
-2048,-2048,-1536,1,0,0,0,2
-2048,-2048,-1536,1,0,0,0,2
-2048,-2048,-1536,1,0,0,0,2
-2048,-2048,-1536,1,0,0,0,2
-2048,-2048,-1280,1,-2048,-2048,-1536,1
-2048,-2048,-1280,1,-2048,-2048,-1024,1
-2048,-2048,-1280,1,-2048,-1792,-1536,1
-2048,-2048,-1280,1,-2048,-1792,-1280,1
-2048,-2048,-1280,1,-2048,-1792,-1024,1
-2048,-2048,-1280,1,-1792,-2048,-1536,1
-2048,-2048,-1280,1,-1792,-2048,-1280,1
-2048,-2048,-1280,1,-1792,-2048,-1024,1
-2048,-2048,-1280,1,-1792,-1792,-1536,1
-2048,-2048,-1280,1,-1792,-1792,-1280,1
-2048,-2048,-1280,1,-1792,-1792,-1024,1
-2048,-2048,-1280,1,-2048,-2048,-1536,2
-2048,-2048,-1280,1,-2048,-2048,-1024,2
-2048,-2048,-1280,1,-2048,-1792,-1536,2
